13920009	404684003
48694002	404684003
91175000	404684003
239873007	396275006
301004001	233604007
17741008	90176007
109989006	404684003
34436003	404684003
58214004	404684003
7520000	404684003
195742007	50417007
5913000	71620000
233606009	50417007
233606009	233604007
37796009	404684003
2043009	4556007
414916001	404684003
282026002	404684003
279069000	404684003
61586001	71388002
135860001	161891005
25702006	404684003
312891008	71388002
236433006	404684003
281255004	81060008
28432003	128477000
49631001	404684003
309585006	271787007
309585006	271594007
46635009	404684003
267064002	404684003
32398004	404684003
169836001	118215003
10633002	42343007
95598005	79883001
372244006	404684003
22220005	404684003
85502002	236021006
85502002	236022004
64905009	58214004
16932000	404684003
82127005	128477000
289260002	404684003
81060008	404684003
27836007	10509002
27836007	195742007
40541001	404684003
195080001	5370000
195080001	49436004
37372002	404684003
20824003	76581006
82403002	404684003
397881000	404684003
266257000	404684003
308277006	404684003
49436004	404684003
76844004	404684003
36083008	404684003
266569009	404684003
32273002	404684003
398157006	397881000
285381006	195951007
285381006	195742007
7093002	21522001
385093006	233604007
64109004	404684003
68566005	404684003
169826009	118215003
197060001	81060008
235919008	266474003
420422005	404684003
386692008	404684003
76618002	404684003
401303003	57054005
94271003	404684003
110265006	404684003
398022005	404684003
78623009	404684003
84114007	404684003
68368005	266474003
68368005	20824003
25064002	404684003
266474003	404684003
112690009	71388002
402536001	254701007
94503003	399068003
48867003	404684003
307733001	404684003
5370000	404684003
64766004	64226004
54840006	404684003
21639008	404684003
442438000	34014006
442438000	275498002
128053003	404684003
42343007	84114007
45198002	404684003
71186008	10509002
442311008	243796009
46068001	404684003
46970008	50417007
46970008	233604007
6893006	118216002
418567000	404684003
12295008	404684003
302213007	400047006
27885002	404684003
195951007	13645005
396347007	404684003
78275009	404684003
429196001	281255004
401314000	57054005
79883001	404684003
430937009	82271004
118215003	404684003
445378003	12295008
55680006	404684003
396285007	32398004
396285007	233604007
198130006	404684003
94391008	404684003
75694006	404684003
281239006	195967001
128060009	404684003
16863000	17369002
195677001	17741008
195677001	16358007
35489007	404684003
399326009	126885006
371088008	404684003
69896004	404684003
27541007	404684003
295124009	55680006
126885006	404684003
200652002	128045006
267201003	404684003
95563007	75694006
233985008	404684003
5505005	10509002
5505005	4120002
371374003	404684003
387712008	404684003
84757009	128613002
128477000	404684003
238456006	272379006
59282003	404684003
236037000	404684003
102589003	29857009
13645005	404684003
42338000	25374005
281245003	29857009
281245003	279069000
427910000	64226004
427910000	307496006
427910000	398157006
266571009	404684003
85189001	74400008
24700007	404684003
192041001	404684003
90560007	404684003
54150009	275498002
363418001	404684003
89627008	404684003
4557003	194828000
263172003	82271004
87522002	271737000
47639008	404684003
393563007	404684003
254701007	404684003
89251007	65275009
89251007	266474003
28913000	173422009
279992002	404684003
230456007	84757009
76742009	404684003
263199001	404684003
161891005	404684003
37389005	21522001
197983000	404684003
65363002	404684003
91861009	404684003
230736007	404684003
4120002	32398004
80394007	404684003
118216002	118215003
307496006	404684003
236021006	396232000
128613002	404684003
275498002	404684003
197834003	404684003
266556005	31054009
266556005	95570007
443493003	372244006
62315008	404684003
109245003	200652002
271737000	404684003
3950001	404684003
301000005	233604007
28651003	404684003
443543000	71388002
205237003	404684003
236069009	14760008
44946007	71388002
18632008	404684003
57406009	404684003
265056007	71388002
24748008	34014006
422747000	68566005
105386004	71388002
443435007	71388002
281794004	34014006
281794004	54150009
313170008	404684003
398307005	71388002
34801009	404684003
371093006	68566005
371093006	91302008
414545008	404684003
14760008	404684003
29857009	404684003
70153002	128060009
233819005	194828000
25374005	4556007
398665005	271594007
128045006	404684003
11176009	3238004
90176007	404684003
34014006	404684003
20236002	118216002
196863007	396347007
80313002	404684003
400047006	404684003
52448006	404684003
36689008	422747000
36689008	45816000
274164006	82271004
45816000	404684003
396232000	404684003
129103003	404684003
299709002	128477000
197456007	75694006
314208002	49436004
238402004	128045006
85224001	128477000
34000006	404684003
279039007	21522001
279039007	161891005
304527002	195967001
236648008	267064002
195967001	404684003
16607004	371374003
177141003	71388002
76581006	82403002
56018004	404684003
52734007	71388002
111541001	404684003
93163002	404684003
91302008	404684003
72892002	77386006
282825002	49436004
95570007	404684003
29862005	404684003
399153001	404684003
68496003	404684003
396275006	404684003
74400008	404684003
235595009	404684003
11314008	404684003
31054009	404684003
407671000	233604007
85561006	404684003
84457005	20236002
230690007	404684003
12574004	25374005
53741008	404684003
422588002	233604007
80967001	404684003
14094001	404684003
255109008	399326009
6456007	404684003
397825006	404684003
21522001	404684003
1912002	272379006
7550008	404684003
57054005	404684003
4556007	404684003
111843007	34014006
111843007	25374005
77386006	404684003
409089005	416113008
80423007	36118008
88968005	51868009
271787007	404684003
65275009	76581006
271594007	404684003
16358007	404684003
235494005	75694006
303087003	404684003
15033003	128477000
12441001	404684003
44247006	404684003
195739001	195742007
195739001	5505005
195739001	57089007
247099009	404684003
418925002	404684003
36118008	404684003
50417007	275498002
95315005	404684003
399068003	404684003
34095006	404684003
38341003	404684003
116143008	71388002
307198001	404684003
254837009	404684003
301003007	233604007
69776003	25374005
173422009	71388002
443502000	53741008
193570009	404684003
64226004	404684003
84089009	404684003
232209000	404684003
45595009	71388002
73761001	71388002
10132008	404684003
443682009	71388002
94297009	254837009
58170007	34014006
82271004	404684003
39579001	418925002
237570007	404684003
274668005	29857009
301001009	233604007
14669001	404684003
242668002	272379006
233604007	205237003
79922009	21522001
41497008	91175000
19155002	404684003
236022004	396232000
442423001	243796009
394659003	414545008
302866003	404684003
17369002	404684003
169961004	48782003
190905008	404684003
427461000	404684003
3238004	404684003
197079003	81060008
48782003	118215003
12063002	404684003
194828000	414545008
60573004	404684003
285838002	404684003
416113008	404684003
10509002	32398004
367403001	404684003
87527008	404684003
71620000	404684003
51868009	404684003
81371004	404684003
57089007	34014006
57089007	50417007
57089007	4120002
91374005	404684003
289259007	118215003
23056005	404684003
